X,Y,Z,RX,RY,RZ
360.86054301461,-523.6611509444892,86.71388963644327,92.7627155771175,4.597220653123488,-2.39029083548645
360.9168423821471,-527.4299965051819,90.96213698246103,98.00899984759096,3.83101084724827,-15.090515570435793
360.6142274275263,-533.066629804445,97.87358384890524,100.00041829507518,4.318263314846403,-2.7066047395635255
364.37444008144143,-530.5849073948762,123.15414168019672,100.52212405546801,7.8999941581341195,1.4256104813264263
346.34118270271387,-473.7884245321806,162.1963460648422,98.27087410380446,9.5972528094739,-10.938402415541121
312.3610351128509,-418.05523662827216,167.48728902307496,108.84468416517139,15.578944828459989,-15.322633957422553
261.11841014041056,-408.0610463934991,200.2691946939076,114.05047606964737,15.894292602351985,-14.292388310264652
224.44427143202157,-420.5491188222412,200.7692788544574,116.59080418323275,17.522371404248094,-13.035508887398269
198.94750746472323,-458.0429055383122,173.16783271226333,124.09319314754741,19.308621796065967,-8.88711734763859
181.6222159592032,-484.93723916863723,162.24265019104706,139.40307772512355,13.599552172374082,2.3090535454484664
179.00783650880444,-497.6561871968296,150.04031556379343,150.25826903317974,1.3862440492603527,11.877285682060284
179.86450543746813,-504.7976460097623,152.1774441127878,151.5201277930572,-1.727341230738621,14.023937939476173
181.18414376699886,-485.67793999087985,158.34860009272666,137.94750452300696,11.53553254906988,-2.2886779673508166
190.25649957606655,-457.58664842048074,171.16920241249252,125.28740976875244,11.748551222322416,-6.4763475111642705
198.76944522790217,-420.7356949067278,165.93825239511386,117.09192468421138,9.26348919744068,-12.793113444392876
229.9733499491434,-431.598661673873,182.66791622992736,112.64835322294293,10.777990340299741,-10.282035025278365
302.508130380612,-490.1809713054295,162.42144893337363,104.25102490545645,8.680213960622392,-12.022841561307175
350.3944860528378,-529.5747346667968,115.98672431343459,95.60095701932379,6.126131772994261,-3.89223437706426
360.3944860528378,-523.5747346667968,84.98672431343459,92.60095701932379,3.126131772994261,-2.89223437706426
