X,Y,Z,RX,RY,RZ
186.73,-461.91,165.72,128.25,11.55,-6.71
186.75,-461.77,165.73,128.20,11.56,-6.74
186.77,-461.63,165.75,128.15,11.57,-6.78
186.78,-461.48,165.76,128.10,11.57,-6.81
186.80,-461.34,165.77,128.05,11.58,-6.85
186.82,-461.20,165.78,128.00,11.58,-6.88
186.84,-461.05,165.79,127.95,11.59,-6.91
186.86,-460.91,165.80,127.90,11.60,-6.95
186.88,-460.76,165.81,127.85,11.60,-6.98
186.90,-460.62,165.82,127.81,11.61,-7.02
186.92,-460.48,165.83,127.76,11.61,-7.05
186.94,-460.33,165.84,127.71,11.62,-7.09
186.96,-460.19,165.85,127.66,11.63,-7.12
186.97,-460.05,165.86,127.61,11.63,-7.15
186.99,-459.90,165.87,127.56,11.64,-7.19
187.01,-459.76,165.88,127.51,11.64,-7.22
187.03,-459.61,165.89,127.46,11.65,-7.26
187.06,-459.46,165.90,127.41,11.65,-7.29
187.08,-459.30,165.90,127.36,11.65,-7.32
187.10,-459.14,165.91,127.31,11.65,-7.35
187.13,-458.98,165.92,127.26,11.65,-7.38
187.15,-458.82,165.93,127.21,11.65,-7.41
187.18,-458.66,165.93,127.16,11.65,-7.44
187.20,-458.50,165.94,127.11,11.65,-7.48
187.23,-458.35,165.95,127.06,11.65,-7.51
187.25,-458.19,165.95,127.01,11.65,-7.54
187.27,-458.03,165.96,126.96,11.65,-7.57
187.30,-457.87,165.97,126.91,11.66,-7.60
187.32,-457.71,165.98,126.86,11.66,-7.63
187.35,-457.55,165.98,126.81,11.66,-7.66
187.37,-457.39,165.99,126.76,11.66,-7.70
187.40,-457.24,166.00,126.71,11.66,-7.73
187.42,-457.08,166.00,126.66,11.66,-7.76
187.44,-456.92,166.01,126.61,11.66,-7.79
187.47,-456.76,166.02,126.56,11.66,-7.82
187.49,-456.60,166.03,126.51,11.66,-7.85
187.52,-456.44,166.03,126.46,11.66,-7.88
187.54,-456.28,166.04,126.41,11.66,-7.91
187.57,-456.13,166.05,126.36,11.66,-7.95
187.59,-455.97,166.06,126.31,11.66,-7.98
187.61,-455.81,166.06,126.26,11.66,-8.01
187.64,-455.65,166.07,126.21,11.66,-8.04
187.66,-455.49,166.08,126.16,11.66,-8.07
187.69,-455.33,166.08,126.11,11.66,-8.10
187.71,-455.17,166.09,126.06,11.66,-8.13
187.74,-455.02,166.10,126.01,11.67,-8.17
187.76,-454.86,166.11,125.96,11.67,-8.20
187.79,-454.70,166.11,125.91,11.67,-8.23
187.81,-454.54,166.12,125.86,11.67,-8.26
187.83,-454.38,166.13,125.81,11.67,-8.29
187.86,-454.22,166.13,125.76,11.67,-8.32
187.88,-454.07,166.14,125.71,11.67,-8.35
187.91,-453.91,166.15,125.66,11.67,-8.38
187.93,-453.75,166.16,125.61,11.67,-8.42
187.96,-453.59,166.16,125.56,11.67,-8.45
187.98,-453.43,166.17,125.51,11.67,-8.48
188.00,-453.27,166.18,125.46,11.67,-8.51
188.03,-453.11,166.18,125.41,11.67,-8.54
188.05,-452.96,166.19,125.36,11.67,-8.57
188.08,-452.80,166.20,125.31,11.67,-8.60
188.10,-452.64,166.21,125.26,11.67,-8.64
188.13,-452.48,166.21,125.21,11.67,-8.67
188.15,-452.32,166.22,125.16,11.67,-8.70
188.17,-452.16,166.23,125.11,11.68,-8.73
188.20,-452.00,166.23,125.06,11.68,-8.76
188.22,-451.85,166.24,125.01,11.68,-8.79
188.25,-451.69,166.25,124.96,11.68,-8.82
188.27,-451.53,166.26,124.91,11.68,-8.85
188.30,-451.37,166.26,124.86,11.68,-8.89
188.32,-451.21,166.27,124.81,11.68,-8.92
188.34,-451.05,166.28,124.76,11.68,-8.95
188.37,-450.89,166.28,124.71,11.68,-8.98
188.40,-450.73,166.29,124.66,11.68,-9.01
188.44,-450.56,166.30,124.61,11.67,-9.04
188.47,-450.39,166.30,124.56,11.67,-9.06
188.50,-450.22,166.31,124.51,11.66,-9.09
188.54,-450.05,166.32,124.46,11.66,-9.12
188.57,-449.88,166.32,124.41,11.65,-9.15
188.60,-449.71,166.33,124.36,11.65,-9.17
188.64,-449.54,166.34,124.31,11.65,-9.20
188.67,-449.37,166.34,124.26,11.64,-9.23
188.70,-449.20,166.35,124.22,11.64,-9.26
188.74,-449.03,166.36,124.17,11.63,-9.29
188.77,-448.87,166.36,124.12,11.63,-9.31
188.80,-448.70,166.37,124.07,11.62,-9.34
188.84,-448.53,166.37,124.02,11.62,-9.37
188.87,-448.36,166.38,123.97,11.62,-9.40
188.90,-448.19,166.39,123.92,11.61,-9.43
188.94,-448.02,166.39,123.87,11.61,-9.45
188.97,-447.85,166.40,123.82,11.60,-9.48
189.00,-447.68,166.41,123.77,11.60,-9.51
189.04,-447.51,166.41,123.72,11.59,-9.54
189.07,-447.34,166.42,123.67,11.59,-9.56
189.10,-447.18,166.43,123.62,11.59,-9.59
189.14,-447.01,166.43,123.57,11.58,-9.62
189.17,-446.84,166.44,123.52,11.58,-9.65
189.20,-446.67,166.45,123.47,11.57,-9.68
189.24,-446.50,166.45,123.42,11.57,-9.70
189.27,-446.33,166.46,123.37,11.56,-9.73
189.30,-446.16,166.46,123.32,11.56,-9.76
189.34,-445.99,166.47,123.27,11.56,-9.79
189.37,-445.82,166.48,123.22,11.55,-9.81
189.41,-445.65,166.48,123.17,11.55,-9.84
189.44,-445.48,166.49,123.12,11.54,-9.87
189.47,-445.32,166.50,123.07,11.54,-9.90
189.51,-445.15,166.50,123.02,11.53,-9.93
189.54,-444.98,166.51,122.97,11.53,-9.95
189.57,-444.81,166.52,122.92,11.53,-9.98
189.61,-444.64,166.52,122.87,11.52,-10.01
189.64,-444.47,166.53,122.82,11.52,-10.04
189.67,-444.30,166.54,122.77,11.51,-10.07
189.71,-444.13,166.54,122.72,11.51,-10.09
189.74,-443.96,166.55,122.67,11.50,-10.12
189.77,-443.79,166.56,122.62,11.50,-10.15
189.81,-443.63,166.56,122.57,11.49,-10.18
189.84,-443.46,166.57,122.52,11.49,-10.20
189.87,-443.29,166.57,122.47,11.49,-10.23
189.91,-443.12,166.58,122.42,11.48,-10.26
189.94,-442.95,166.59,122.37,11.48,-10.29
189.97,-442.78,166.59,122.32,11.47,-10.32
190.01,-442.61,166.60,122.27,11.47,-10.34
190.05,-442.44,166.61,122.22,11.46,-10.37
190.10,-442.26,166.62,122.17,11.45,-10.39
190.15,-442.09,166.63,122.12,11.44,-10.41
190.20,-441.92,166.64,122.07,11.44,-10.44
190.25,-441.74,166.65,122.02,11.43,-10.46
190.29,-441.57,166.66,121.97,11.42,-10.49
190.34,-441.40,166.66,121.92,11.41,-10.51
190.39,-441.22,166.67,121.87,11.40,-10.53
190.44,-441.05,166.68,121.82,11.39,-10.56
190.49,-440.88,166.69,121.77,11.39,-10.58
190.53,-440.70,166.70,121.72,11.38,-10.60
190.58,-440.53,166.71,121.67,11.37,-10.63
190.63,-440.36,166.72,121.62,11.36,-10.65
190.68,-440.18,166.73,121.58,11.35,-10.67
190.73,-440.01,166.74,121.53,11.34,-10.70
190.77,-439.84,166.75,121.48,11.34,-10.72
190.82,-439.66,166.76,121.43,11.33,-10.75
190.87,-439.49,166.77,121.38,11.32,-10.77
190.92,-439.32,166.77,121.33,11.31,-10.79
190.96,-439.14,166.78,121.28,11.30,-10.82
191.01,-438.97,166.79,121.23,11.29,-10.84
191.06,-438.79,166.80,121.18,11.28,-10.86
191.11,-438.62,166.81,121.13,11.28,-10.89
191.16,-438.45,166.82,121.08,11.27,-10.91
191.20,-438.27,166.83,121.03,11.26,-10.93
191.25,-438.10,166.84,120.98,11.25,-10.96
191.30,-437.93,166.85,120.93,11.24,-10.98
191.35,-437.75,166.86,120.88,11.23,-11.00
191.40,-437.58,166.87,120.83,11.23,-11.03
191.44,-437.41,166.88,120.78,11.22,-11.05
191.49,-437.23,166.88,120.73,11.21,-11.08
191.54,-437.06,166.89,120.68,11.20,-11.10
191.59,-436.89,166.90,120.63,11.19,-11.12
191.63,-436.71,166.91,120.58,11.18,-11.15
191.68,-436.54,166.92,120.53,11.18,-11.17
191.73,-436.37,166.93,120.48,11.17,-11.19
191.78,-436.19,166.94,120.43,11.16,-11.22
191.83,-436.02,166.95,120.38,11.15,-11.24
191.87,-435.85,166.96,120.33,11.14,-11.26
191.92,-435.67,166.97,120.28,11.13,-11.29
191.97,-435.50,166.98,120.23,11.13,-11.31
192.02,-435.33,166.99,120.18,11.12,-11.34
192.07,-435.15,166.99,120.14,11.11,-11.36
192.14,-434.98,167.01,120.09,11.10,-11.38
192.21,-434.81,167.03,120.04,11.09,-11.40
192.28,-434.65,167.05,119.99,11.08,-11.41
192.35,-434.48,167.06,119.94,11.06,-11.43
192.42,-434.31,167.08,119.89,11.05,-11.45
192.49,-434.14,167.10,119.84,11.04,-11.47
192.56,-433.97,167.11,119.79,11.03,-11.49
192.63,-433.80,167.13,119.74,11.02,-11.50
192.70,-433.63,167.15,119.69,11.01,-11.52
192.77,-433.46,167.16,119.64,11.00,-11.54
192.84,-433.29,167.18,119.59,10.99,-11.56
192.91,-433.13,167.20,119.55,10.97,-11.58
192.98,-432.96,167.22,119.50,10.96,-11.60
193.05,-432.79,167.23,119.45,10.95,-11.61
193.12,-432.62,167.25,119.40,10.94,-11.63
193.19,-432.45,167.27,119.35,10.93,-11.65
193.26,-432.28,167.28,119.30,10.92,-11.67
193.33,-432.11,167.30,119.25,10.91,-11.69
193.40,-431.94,167.32,119.20,10.90,-11.71
193.47,-431.77,167.34,119.15,10.88,-11.72
193.54,-431.61,167.35,119.10,10.87,-11.74
193.61,-431.44,167.37,119.05,10.86,-11.76
193.68,-431.27,167.39,119.00,10.85,-11.78
193.75,-431.10,167.40,118.96,10.84,-11.80
193.82,-430.93,167.42,118.91,10.83,-11.82
193.89,-430.76,167.44,118.86,10.82,-11.83
193.96,-430.59,167.45,118.81,10.80,-11.85
194.03,-430.42,167.47,118.76,10.79,-11.87
194.10,-430.25,167.49,118.71,10.78,-11.89
194.17,-430.09,167.51,118.66,10.77,-11.91
194.24,-429.92,167.52,118.61,10.76,-11.92
194.31,-429.75,167.54,118.56,10.75,-11.94
194.38,-429.58,167.56,118.51,10.74,-11.96
194.45,-429.41,167.57,118.46,10.73,-11.98
194.52,-429.24,167.59,118.41,10.71,-12.00
194.59,-429.07,167.61,118.37,10.70,-12.02
194.67,-428.90,167.63,118.32,10.69,-12.03
194.77,-428.75,167.66,118.27,10.68,-12.05
194.88,-428.59,167.69,118.22,10.67,-12.06
194.99,-428.44,167.73,118.17,10.65,-12.07
195.10,-428.28,167.76,118.12,10.64,-12.08
195.21,-428.13,167.80,118.07,10.63,-12.09
195.32,-427.97,167.83,118.02,10.62,-12.10
195.43,-427.82,167.86,117.97,10.60,-12.11
195.53,-427.66,167.90,117.92,10.59,-12.13
195.64,-427.51,167.93,117.87,10.58,-12.14
195.75,-427.35,167.97,117.82,10.57,-12.15
195.86,-427.20,168.00,117.77,10.55,-12.16
195.97,-427.04,168.04,117.72,10.54,-12.17
196.08,-426.89,168.07,117.67,10.53,-12.18
196.19,-426.73,168.10,117.62,10.51,-12.20
196.30,-426.58,168.14,117.57,10.50,-12.21
196.40,-426.42,168.17,117.52,10.49,-12.22
196.51,-426.27,168.21,117.47,10.48,-12.23
196.62,-426.11,168.24,117.42,10.46,-12.24
196.73,-425.96,168.27,117.37,10.45,-12.25
196.84,-425.80,168.31,117.32,10.44,-12.26
196.95,-425.65,168.34,117.27,10.43,-12.28
197.06,-425.49,168.38,117.22,10.41,-12.29
197.17,-425.34,168.41,117.17,10.40,-12.30
197.27,-425.18,168.45,117.12,10.39,-12.31
197.38,-425.03,168.48,117.07,10.37,-12.32
197.49,-424.87,168.51,117.02,10.36,-12.33
197.60,-424.72,168.55,116.97,10.35,-12.34
197.71,-424.56,168.58,116.92,10.34,-12.36
197.82,-424.41,168.62,116.87,10.32,-12.37
197.93,-424.25,168.65,116.82,10.31,-12.38
198.09,-424.14,168.72,116.77,10.30,-12.38
198.26,-424.03,168.78,116.72,10.29,-12.38
198.43,-423.92,168.85,116.68,10.28,-12.38
198.60,-423.81,168.91,116.63,10.27,-12.38
198.77,-423.70,168.98,116.58,10.26,-12.38
198.94,-423.59,169.04,116.53,10.25,-12.39
199.11,-423.48,169.11,116.48,10.24,-12.39
199.27,-423.36,169.18,116.43,10.23,-12.39
199.44,-423.25,169.24,116.38,10.22,-12.39
199.61,-423.14,169.31,116.34,10.21,-12.39
199.78,-423.03,169.37,116.29,10.20,-12.39
199.95,-422.92,169.44,116.24,10.18,-12.39
200.12,-422.81,169.50,116.19,10.17,-12.39
200.28,-422.70,169.57,116.14,10.16,-12.39
200.45,-422.59,169.64,116.09,10.15,-12.40
200.62,-422.47,169.70,116.05,10.14,-12.40
200.79,-422.36,169.77,116.00,10.13,-12.40
200.96,-422.25,169.83,115.95,10.12,-12.40
201.13,-422.14,169.90,115.90,10.11,-12.40
201.29,-422.03,169.96,115.85,10.10,-12.40
201.46,-421.92,170.03,115.80,10.09,-12.40
201.63,-421.81,170.10,115.75,10.08,-12.40
201.80,-421.70,170.16,115.71,10.07,-12.40
201.97,-421.58,170.23,115.66,10.06,-12.40
202.24,-421.55,170.35,115.61,10.05,-12.39
202.51,-421.52,170.46,115.56,10.05,-12.38
202.77,-421.49,170.58,115.52,10.04,-12.36
203.04,-421.46,170.70,115.47,10.04,-12.35
203.31,-421.43,170.82,115.42,10.04,-12.33
203.58,-421.40,170.94,115.37,10.03,-12.32
203.85,-421.36,171.06,115.33,10.03,-12.31
204.12,-421.33,171.18,115.28,10.02,-12.29
204.39,-421.30,171.30,115.23,10.02,-12.28
204.66,-421.27,171.42,115.18,10.01,-12.26
204.92,-421.24,171.54,115.14,10.01,-12.25
205.19,-421.21,171.66,115.09,10.00,-12.23
205.46,-421.17,171.78,115.04,10.00,-12.22
205.73,-421.14,171.89,114.99,9.99,-12.21
206.00,-421.11,172.01,114.95,9.99,-12.19
206.27,-421.08,172.13,114.90,9.99,-12.18
206.54,-421.05,172.25,114.85,9.98,-12.16
206.81,-421.02,172.37,114.80,9.98,-12.15
207.07,-421.07,172.49,114.78,9.98,-12.13
207.33,-421.13,172.61,114.75,9.98,-12.11
207.59,-421.18,172.72,114.72,9.98,-12.09
207.85,-421.24,172.84,114.69,9.99,-12.07
208.11,-421.29,172.96,114.66,9.99,-12.04
208.37,-421.35,173.08,114.63,9.99,-12.02
208.63,-421.40,173.20,114.60,9.99,-12.00
208.89,-421.46,173.31,114.57,10.00,-11.98
209.15,-421.51,173.43,114.54,10.00,-11.96
209.41,-421.57,173.55,114.51,10.00,-11.94
209.67,-421.62,173.67,114.48,10.00,-11.92
209.93,-421.68,173.79,114.45,10.00,-11.90
210.19,-421.73,173.90,114.42,10.01,-11.88
210.45,-421.79,174.02,114.39,10.01,-11.86
210.71,-421.84,174.14,114.37,10.01,-11.84
210.97,-421.90,174.26,114.34,10.01,-11.82
211.23,-421.96,174.38,114.31,10.02,-11.79
211.49,-422.01,174.49,114.28,10.02,-11.77
211.75,-422.07,174.61,114.25,10.02,-11.75
212.01,-422.12,174.73,114.22,10.02,-11.73
212.27,-422.18,174.85,114.19,10.03,-11.71
212.52,-422.28,174.96,114.17,10.03,-11.69
212.78,-422.39,175.07,114.15,10.04,-11.67
213.04,-422.50,175.18,114.13,10.04,-11.64
213.29,-422.61,175.29,114.11,10.05,-11.62
213.55,-422.71,175.40,114.09,10.05,-11.60
213.81,-422.82,175.51,114.07,10.06,-11.57
214.06,-422.93,175.62,114.05,10.06,-11.55
214.32,-423.03,175.73,114.03,10.07,-11.53
214.57,-423.14,175.84,114.01,10.07,-11.51
214.83,-423.25,175.95,113.99,10.08,-11.48
215.09,-423.36,176.06,113.97,10.09,-11.46
215.34,-423.46,176.17,113.95,10.09,-11.44
215.60,-423.57,176.29,113.93,10.10,-11.42
215.86,-423.68,176.40,113.91,10.10,-11.39
216.11,-423.79,176.51,113.89,10.11,-11.37
216.37,-423.89,176.62,113.87,10.11,-11.35
216.62,-424.00,176.73,113.85,10.12,-11.33
216.88,-424.11,176.84,113.83,10.12,-11.30
217.14,-424.22,176.95,113.81,10.13,-11.28
217.39,-424.32,177.06,113.79,10.14,-11.26
217.65,-424.43,177.17,113.77,10.14,-11.23
217.91,-424.54,177.28,113.75,10.15,-11.21
218.16,-424.64,177.39,113.73,10.15,-11.19
218.41,-424.78,177.49,113.72,10.16,-11.17
218.65,-424.91,177.58,113.70,10.16,-11.15
218.90,-425.05,177.67,113.69,10.17,-11.13
219.14,-425.18,177.77,113.67,10.18,-11.11
219.39,-425.32,177.86,113.66,10.18,-11.09
219.63,-425.45,177.96,113.64,10.19,-11.07
219.88,-425.58,178.05,113.63,10.20,-11.05
220.12,-425.72,178.14,113.61,10.20,-11.03
220.37,-425.85,178.24,113.60,10.21,-11.01
220.61,-425.99,178.33,113.58,10.21,-10.99
220.86,-426.12,178.43,113.57,10.22,-10.97
221.10,-426.25,178.52,113.55,10.23,-10.95
221.35,-426.39,178.61,113.54,10.23,-10.93
221.59,-426.52,178.71,113.52,10.24,-10.91
221.84,-426.66,178.80,113.51,10.24,-10.89
222.08,-426.79,178.90,113.49,10.25,-10.87
222.33,-426.92,178.99,113.48,10.26,-10.85
222.58,-427.06,179.08,113.46,10.26,-10.83
222.82,-427.19,179.18,113.45,10.27,-10.81
223.07,-427.33,179.27,113.43,10.28,-10.79
223.31,-427.46,179.37,113.42,10.28,-10.77
223.56,-427.60,179.46,113.40,10.29,-10.75
223.80,-427.73,179.55,113.39,10.29,-10.73
224.05,-427.86,179.65,113.37,10.30,-10.71
224.29,-428.00,179.74,113.36,10.31,-10.69
224.53,-428.14,179.81,113.34,10.31,-10.67
224.77,-428.29,179.89,113.33,10.32,-10.66
225.00,-428.44,179.96,113.31,10.32,-10.64
225.24,-428.58,180.03,113.30,10.33,-10.63
225.48,-428.73,180.11,113.28,10.33,-10.62
225.72,-428.88,180.18,113.27,10.34,-10.60
225.95,-429.03,180.25,113.25,10.34,-10.59
226.19,-429.17,180.32,113.24,10.35,-10.57
226.43,-429.32,180.40,113.22,10.35,-10.56
226.67,-429.47,180.47,113.21,10.36,-10.54
226.90,-429.61,180.54,113.20,10.36,-10.53
227.14,-429.76,180.61,113.18,10.37,-10.51
227.38,-429.91,180.69,113.17,10.37,-10.50
227.62,-430.05,180.76,113.15,10.38,-10.48
227.85,-430.20,180.83,113.14,10.38,-10.47
228.09,-430.35,180.91,113.12,10.39,-10.46
228.33,-430.49,180.98,113.11,10.39,-10.44
228.57,-430.64,181.05,113.09,10.40,-10.43
228.80,-430.79,181.12,113.08,10.40,-10.41
229.04,-430.93,181.20,113.07,10.41,-10.40
229.28,-431.08,181.27,113.05,10.41,-10.38
229.52,-431.23,181.34,113.04,10.42,-10.37
229.75,-431.37,181.41,113.02,10.42,-10.35
229.99,-431.52,181.49,113.01,10.43,-10.34
230.23,-431.67,181.56,112.99,10.43,-10.32
230.47,-431.81,181.63,112.98,10.44,-10.31
230.71,-431.97,181.68,112.96,10.44,-10.30
230.95,-432.13,181.73,112.94,10.44,-10.29
231.20,-432.29,181.78,112.93,10.44,-10.29
231.44,-432.45,181.83,112.91,10.45,-10.28
231.68,-432.61,181.88,112.89,10.45,-10.27
231.93,-432.77,181.94,112.87,10.45,-10.26
232.17,-432.93,181.99,112.86,10.46,-10.25
232.41,-433.09,182.04,112.84,10.46,-10.25
232.66,-433.25,182.09,112.82,10.46,-10.24
232.90,-433.40,182.14,112.80,10.46,-10.23
233.14,-433.56,182.19,112.79,10.47,-10.22
233.39,-433.72,182.24,112.77,10.47,-10.22
233.63,-433.88,182.29,112.75,10.47,-10.21
233.87,-434.04,182.34,112.74,10.48,-10.20
234.12,-434.20,182.39,112.72,10.48,-10.19
234.36,-434.36,182.44,112.70,10.48,-10.19
234.60,-434.52,182.49,112.68,10.48,-10.18
234.85,-434.68,182.54,112.67,10.49,-10.17
235.09,-434.84,182.59,112.65,10.49,-10.16
235.33,-435.00,182.64,112.63,10.49,-10.15
235.58,-435.15,182.69,112.61,10.49,-10.15
235.82,-435.31,182.74,112.60,10.50,-10.14
236.06,-435.47,182.79,112.58,10.50,-10.13
236.31,-435.63,182.84,112.56,10.50,-10.12
236.55,-435.79,182.89,112.55,10.51,-10.12
236.79,-435.95,182.92,112.53,10.51,-10.11
237.03,-436.12,182.94,112.51,10.51,-10.11
237.27,-436.28,182.97,112.49,10.51,-10.11
237.51,-436.45,182.99,112.47,10.51,-10.11
237.75,-436.61,183.02,112.45,10.51,-10.11
237.98,-436.77,183.04,112.43,10.51,-10.11
238.22,-436.94,183.07,112.41,10.51,-10.11
238.46,-437.10,183.10,112.39,10.51,-10.11
238.70,-437.26,183.12,112.37,10.51,-10.11
238.94,-437.43,183.15,112.35,10.51,-10.10
239.18,-437.59,183.17,112.33,10.51,-10.10
239.42,-437.76,183.20,112.31,10.51,-10.10
239.66,-437.92,183.22,112.29,10.51,-10.10
239.90,-438.08,183.25,112.27,10.51,-10.10
240.14,-438.25,183.27,112.25,10.51,-10.10
240.38,-438.41,183.30,112.23,10.51,-10.10
240.62,-438.58,183.33,112.21,10.51,-10.10
240.86,-438.74,183.35,112.19,10.51,-10.10
241.09,-438.90,183.38,112.17,10.51,-10.09
241.33,-439.07,183.40,112.15,10.52,-10.09
241.57,-439.23,183.43,112.13,10.52,-10.09
241.81,-439.39,183.45,112.11,10.52,-10.09
242.05,-439.56,183.48,112.09,10.52,-10.09
242.29,-439.72,183.51,112.07,10.52,-10.09
242.53,-439.89,183.53,112.05,10.52,-10.09
242.76,-440.05,183.53,112.03,10.52,-10.09
243.00,-440.22,183.54,112.01,10.51,-10.10
243.24,-440.39,183.54,111.99,10.51,-10.10
243.47,-440.56,183.54,111.97,10.51,-10.11
243.71,-440.73,183.54,111.95,10.51,-10.11
243.94,-440.90,183.55,111.92,10.51,-10.11
244.18,-441.06,183.55,111.90,10.51,-10.12
244.41,-441.23,183.55,111.88,10.51,-10.12
244.65,-441.40,183.55,111.86,10.50,-10.13
244.88,-441.57,183.56,111.84,10.50,-10.13
245.12,-441.74,183.56,111.82,10.50,-10.14
245.35,-441.91,183.56,111.79,10.50,-10.14
245.59,-442.07,183.57,111.77,10.50,-10.14
245.82,-442.24,183.57,111.75,10.50,-10.15
246.06,-442.41,183.57,111.73,10.49,-10.15
246.30,-442.58,183.57,111.71,10.49,-10.16
246.53,-442.75,183.58,111.68,10.49,-10.16
246.77,-442.91,183.58,111.66,10.49,-10.17
247.00,-443.08,183.58,111.64,10.49,-10.17
247.24,-443.25,183.58,111.62,10.49,-10.18
247.47,-443.42,183.59,111.60,10.48,-10.18
247.71,-443.59,183.59,111.58,10.48,-10.18
247.94,-443.76,183.59,111.55,10.48,-10.19
248.18,-443.92,183.59,111.53,10.48,-10.19
248.41,-444.09,183.60,111.51,10.48,-10.20
248.65,-444.27,183.58,111.49,10.48,-10.21
248.88,-444.44,183.56,111.46,10.47,-10.21
249.11,-444.61,183.54,111.44,10.47,-10.22
249.34,-444.78,183.52,111.42,10.47,-10.23
249.57,-444.96,183.50,111.39,10.46,-10.24
249.80,-445.13,183.48,111.37,10.46,-10.25
250.04,-445.30,183.47,111.34,10.45,-10.26
250.27,-445.47,183.45,111.32,10.45,-10.26
250.50,-445.65,183.43,111.30,10.45,-10.27
250.73,-445.82,183.41,111.27,10.44,-10.28
250.96,-445.99,183.39,111.25,10.44,-10.29
251.19,-446.16,183.37,111.23,10.44,-10.30
251.43,-446.34,183.35,111.20,10.43,-10.31
251.66,-446.51,183.34,111.18,10.43,-10.32
251.89,-446.68,183.32,111.15,10.43,-10.32
252.12,-446.85,183.30,111.13,10.42,-10.33
252.35,-447.03,183.28,111.11,10.42,-10.34
252.59,-447.20,183.26,111.08,10.42,-10.35
252.82,-447.37,183.24,111.06,10.41,-10.36
253.05,-447.54,183.22,111.04,10.41,-10.37
253.28,-447.72,183.21,111.01,10.41,-10.38
253.51,-447.89,183.19,110.99,10.40,-10.38
253.74,-448.06,183.17,110.97,10.40,-10.39
253.98,-448.23,183.15,110.94,10.40,-10.40
254.21,-448.41,183.13,110.92,10.39,-10.41
254.44,-448.58,183.09,110.89,10.39,-10.42
254.66,-448.76,183.05,110.87,10.38,-10.43
254.89,-448.94,183.02,110.84,10.38,-10.44
255.12,-449.11,182.98,110.82,10.37,-10.46
255.35,-449.29,182.94,110.79,10.37,-10.47
255.58,-449.47,182.90,110.76,10.36,-10.48
255.81,-449.64,182.86,110.74,10.36,-10.49
256.03,-449.82,182.83,110.71,10.36,-10.50
256.26,-449.99,182.79,110.69,10.35,-10.51
256.49,-450.17,182.75,110.66,10.35,-10.52
256.72,-450.35,182.71,110.64,10.34,-10.54
256.95,-450.52,182.67,110.61,10.34,-10.55
257.18,-450.70,182.63,110.59,10.33,-10.56
257.40,-450.88,182.60,110.56,10.33,-10.57
257.63,-451.05,182.56,110.54,10.32,-10.58
257.86,-451.23,182.52,110.51,10.32,-10.59
258.09,-451.41,182.48,110.48,10.31,-10.61
258.32,-451.58,182.44,110.46,10.31,-10.62
258.55,-451.76,182.41,110.43,10.30,-10.63
258.78,-451.94,182.37,110.41,10.30,-10.64
259.00,-452.11,182.33,110.38,10.29,-10.65
259.23,-452.29,182.29,110.36,10.29,-10.66
259.46,-452.47,182.25,110.33,10.28,-10.67
259.69,-452.64,182.21,110.31,10.28,-10.69
259.92,-452.82,182.18,110.28,10.27,-10.70
260.14,-453.00,182.12,110.25,10.27,-10.71
260.37,-453.18,182.06,110.23,10.26,-10.72
260.59,-453.36,182.01,110.20,10.25,-10.74
260.82,-453.54,181.95,110.17,10.25,-10.75
261.04,-453.72,181.90,110.14,10.24,-10.76
261.27,-453.90,181.84,110.12,10.23,-10.78
261.49,-454.08,181.78,110.09,10.23,-10.79
261.72,-454.26,181.73,110.06,10.22,-10.80
261.94,-454.44,181.67,110.04,10.22,-10.82
262.17,-454.62,181.62,110.01,10.21,-10.83
262.40,-454.80,181.56,109.98,10.20,-10.84
262.62,-454.98,181.50,109.95,10.20,-10.86
262.85,-455.16,181.45,109.93,10.19,-10.87
263.07,-455.34,181.39,109.90,10.19,-10.88
263.30,-455.52,181.34,109.87,10.18,-10.89
263.52,-455.70,181.28,109.85,10.17,-10.91
263.75,-455.88,181.22,109.82,10.17,-10.92
263.97,-456.06,181.17,109.79,10.16,-10.93
264.20,-456.24,181.11,109.77,10.15,-10.95
264.42,-456.42,181.06,109.74,10.15,-10.96
264.65,-456.61,181.00,109.71,10.14,-10.97
264.87,-456.79,180.94,109.68,10.14,-10.99
265.10,-456.97,180.89,109.66,10.13,-11.00
265.32,-457.15,180.83,109.63,10.12,-11.01
265.55,-457.33,180.78,109.60,10.12,-11.03
265.77,-457.51,180.70,109.57,10.11,-11.04
265.99,-457.69,180.63,109.55,10.10,-11.05
266.22,-457.88,180.56,109.52,10.10,-11.07
266.44,-458.06,180.49,109.49,10.09,-11.08
266.66,-458.25,180.42,109.46,10.08,-11.10
266.88,-458.43,180.34,109.43,10.07,-11.11
267.11,-458.61,180.27,109.40,10.07,-11.12
267.33,-458.80,180.20,109.37,10.06,-11.14
267.55,-458.98,180.13,109.35,10.05,-11.15
267.77,-459.16,180.06,109.32,10.05,-11.16
268.00,-459.35,179.98,109.29,10.04,-11.18
268.22,-459.53,179.91,109.26,10.03,-11.19
268.44,-459.72,179.84,109.23,10.02,-11.21
268.66,-459.90,179.77,109.20,10.02,-11.22
268.89,-460.08,179.69,109.17,10.01,-11.23
269.11,-460.27,179.62,109.15,10.00,-11.25
269.33,-460.45,179.55,109.12,10.00,-11.26
269.55,-460.63,179.48,109.09,9.99,-11.27
269.78,-460.82,179.41,109.06,9.98,-11.29
